impressions_7d,clicks_7d,conversions_7d,spend_7d,impressions_30d,clicks_30d,conversions_30d,spend_30d,budget_30d,util_30d,edits_7d,creates_7d,churn
448,18,0,77.56891742202836,3598,152,8,622.7130514478914,902.2010762253607,0.6902153720024427,1,0,1
730,27,2,91.45954621644692,3618,138,10,452.79042606801437,643.2666577548359,0.7038922670862003,1,1,0
898,23,1,121.22296309252636,5373,140,9,724.8216098406232,877.4840589055764,0.8260225385115734,5,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,5,1
1281,28,4,98.63940432753941,6554,145,21,504.6191345805512,556.5781683777211,0.9066455769391444,2,1,0
158,47,5,236.870084244434,528,160,19,791.1370359228263,995.5811105015066,0.7946484998337351,1,2,1
726,23,2,104.53424395601442,4001,130,15,575.3884977003539,687.6961648519613,0.8366899905923082,1,0,1
1679,22,2,114.84429715031321,12307,168,19,841.5607314755247,1241.1739316510257,0.6780360995465556,2,1,0
561,36,3,209.14673426387674,2520,164,14,939.0514723103379,1185.2300788681982,0.7922946683964167,1,2,0
1329,22,3,146.28112426083447,9028,153,21,993.3693219619975,1352.5982692707976,0.7344156387968285,1,1,0
54,14,1,83.72807012480132,454,117,14,691.3400172552066,962.8942903350111,0.7179812199474929,3,4,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,3,1
375,14,1,75.79723993197565,3592,135,17,724.8035423919413,1010.6018828625017,0.7171998733457288,2,1,0
841,29,2,150.8667635886516,4517,160,16,810.0971394387238,984.8085688753116,0.8225935121217367,0,2,0
68,25,1,93.13563194685526,370,137,9,502.49833321556656,690.6483161689139,0.7275748328801674,2,3,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,1
1503,29,2,198.97261315816263,5854,113,11,774.8039741847017,1037.4240575049412,0.7468536791484723,5,1,0
716,17,1,87.40252767729785,5691,138,15,694.4748713778065,764.1496510158751,0.9088205045367205,1,1,0
1017,39,3,133.04060591110468,3593,138,11,470.00279019789474,565.556786432747,0.8310443822316063,5,2,0
991,38,3,195.85461736685625,4558,179,14,900.4180921284428,1325.6626767699897,0.6792211230705643,3,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,1,0
455,24,2,134.8057446831028,2821,151,14,834.2546137504944,979.9745274911337,0.8513023454663645,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,0,1
1788,36,3,176.44180061673077,7278,150,14,718.1648547576681,949.0263616425232,0.7567385731147735,2,1,1
536,29,4,147.10940184841974,2723,149,22,746.2328996570056,1095.1809557805893,0.6813786303699271,2,0,0
911,22,2,95.71216819340778,7206,179,18,756.769931179864,931.1910166662377,0.8126903262975843,2,2,0
506,17,1,63.293482095358556,4190,145,16,523.7758032547916,643.9116875589577,0.8134280109752376,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,0
242,20,2,93.19658260140383,1644,137,19,632.2000662199167,785.6341807415378,0.8047003067295277,1,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,2,1
956,31,3,167.9757611491825,4784,159,17,840.3598302356316,1051.4081400470816,0.7992708047685466,2,0,0
569,43,3,232.9603429591913,2187,168,15,894.0994405820759,1158.9120420864708,0.7714989646430508,3,2,0
34,22,2,85.22126545589924,224,143,16,547.1440264149254,718.5957332476758,0.7614072852090583,4,2,0
277,19,2,65.04076602042014,1789,126,13,418.8441392664672,591.7553581928923,0.7077994875205474,3,2,1
1125,43,4,191.82362821065166,4220,163,17,719.0431184752053,953.1375044041532,0.7543959975897809,1,1,0
1388,20,1,109.06035742505954,10718,156,14,841.7309990570448,1006.4268035133872,0.8363559039948087,1,2,0
1633,36,4,156.47949321276735,7314,164,18,700.6162217342126,805.4258232076118,0.8698705722446364,1,0,0
660,43,4,200.0561009725105,2270,148,15,687.4716396525134,1014.0971657124265,0.677914960120758,0,1,0
726,35,3,252.38047478256345,2707,132,13,940.803258614943,1336.5298154130871,0.703914905425559,2,2,0
855,14,1,45.72505407496984,7611,129,13,406.9403188602149,451.3735387453017,0.9015599806568207,3,1,0
797,27,2,116.9445915922141,4863,168,17,713.1542886870363,1018.8214849361572,0.6999796325768739,2,0,1
432,16,1,113.41318023562346,3370,128,11,882.7653207774629,1179.5865532499313,0.7483684163280065,1,1,0
1637,39,4,198.21130386437622,5648,138,16,683.8453832646592,894.1682924036423,0.7647837538797004,2,0,0
732,41,3,178.65834359966314,2466,140,13,601.1620768301525,664.21997197706,0.9050647408881506,3,2,0
332,19,2,120.60445584211155,2260,133,15,820.4462659624791,1158.7546922726901,0.708041375308971,5,0,0
826,30,1,154.9231731790593,3535,131,6,662.2351871790256,780.9259546087964,0.8480127767180837,1,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,0
459,22,2,115.0480690774479,3129,151,18,784.0477079826642,867.430063971679,0.9038742609320753,2,2,0
872,20,1,88.38070084824318,6345,148,13,642.5998962113506,911.5555948816942,0.7049486611891731,4,1,0
211,15,1,61.07707406497273,2066,150,15,597.3763405667883,662.6202679412825,0.9015364749146554,3,0,0
864,28,2,139.92518715649825,4739,157,16,767.1652823613446,916.2703491414117,0.837269571235405,2,1,0
4,4,3,16.74708087502813,15,15,13,59.83504559885989,72.24052579029743,0.8282753336063937,2,0,0
297,41,4,209.49104217457398,1060,149,17,746.5933034576756,868.291591582391,0.8598416830192607,0,2,0
736,22,2,118.31395574666476,5864,176,16,942.3755558754835,1217.9491054822593,0.7737396838945421,1,0,0
763,21,1,125.32757658743937,5423,152,13,889.6651893198449,1079.5876291718932,0.824078717910347,1,3,0
119,27,2,169.1591561888741,656,152,15,931.4445977985578,1394.6671451981806,0.667861576151348,4,2,1
640,37,3,172.97568212700625,2501,147,14,675.356734260059,899.567739790077,0.7507569517973824,1,2,1
307,35,4,194.442126834501,1385,159,20,874.406922662312,1159.9814676333904,0.7538111142812381,1,0,1
759,34,3,187.10474117042702,3747,168,17,922.7439389626679,1096.5417778515978,0.8415036778357468,0,1,0
1242,30,4,164.05674664223858,5691,141,20,751.2224389300537,949.1523535896074,0.7914666555785266,2,0,0
654,17,1,79.2372605013584,5487,147,9,664.5194665902826,763.926729521727,0.8698733018627579,3,2,0
305,31,2,125.03948079403798,1564,161,14,639.4810821932782,898.4794029858493,0.7117370527005278,5,0,0
1934,42,4,231.50324806176243,6482,141,16,775.782266358385,956.1244811968149,0.811382075885465,4,2,0
344,18,2,62.398255979111184,2926,161,20,530.195127486919,742.691088596299,0.7138837877925779,0,1,0
1095,36,3,174.60124949730235,5372,181,19,856.5210627051357,1069.5203501207864,0.8008459704468498,2,1,0
1033,21,1,53.332775926255025,6493,137,12,335.15255085614206,501.222610422544,0.6686700557534696,2,0,0
226,26,1,98.29345492496559,1090,129,9,472.604087386784,552.214607372579,0.855834092537719,4,0,1
1028,32,4,133.70176984444842,4789,151,19,622.5527752944389,685.1885345704117,0.9085860954821098,3,1,0
1094,34,3,208.8959522127378,5081,159,17,969.3791490130562,1296.9626547594057,0.747422561055069,2,1,0
1304,40,2,229.20698734342471,4825,149,10,847.528095636236,1255.3437495602207,0.6751362691957059,3,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
630,25,1,143.24749348210096,3102,123,8,704.7124848009594,799.3489079697603,0.8816081160238715,1,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
1576,36,3,178.4802321023004,6113,143,12,692.0249266824148,1012.9834714703862,0.6831552006252509,2,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,0,1
1252,43,4,206.93674566146555,4755,164,18,785.9023811491572,916.9643014689134,0.8570697680271696,2,0,0
199,20,1,99.0856184038203,1306,132,8,647.078202517278,922.621033794029,0.7013477677355178,3,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,0,0
1178,40,3,213.3602326599883,3966,136,11,718.0544121851203,1074.6585135830617,0.6681698447547086,0,1,0
803,23,2,126.7734192250164,4898,142,14,773.1960633849745,878.4185103678527,0.880213764007757,1,1,0
140,17,1,93.20410219483828,1151,145,15,765.4438490892793,1009.0631270540327,0.7585688432833715,4,3,1
540,18,1,104.23449014830993,4367,147,12,842.2869261619024,1157.3014585284768,0.7278025271245063,2,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,2,1
401,15,1,82.22339065723085,3738,147,13,764.6624107835302,1083.8287954173732,0.7055195562404902,5,2,0
1256,35,2,163.8606880084779,6212,176,14,809.9977099727864,1188.308479026819,0.6816392580453056,2,1,0
574,20,2,92.65479302226252,4024,147,17,649.0786153035733,807.8809683369464,0.8034334768892084,2,2,0
898,33,2,210.61703666477788,4409,163,12,1033.1346898142183,1154.2039473963134,0.8951058364899838,1,2,0
189,16,2,48.871578747122335,1481,129,16,381.35383750308193,474.777667237101,0.803226149457102,2,0,1
140,25,3,151.91442770342067,755,139,18,816.8696384924427,1118.0062859314144,0.7306485202915529,2,3,0
427,30,2,134.6318960987662,1949,140,13,613.1242774376075,726.7877489058078,0.8436084377600988,2,2,0
821,18,1,76.9090006837449,7307,161,16,684.2438533994575,974.3568441489489,0.7022518059049605,3,1,0
504,21,2,115.38367475674286,2807,122,12,641.9124530559797,762.5325152221294,0.8418164999416287,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,5,0,1
1066,23,2,100.36380785694945,7202,162,17,677.8042623447151,883.3374143328446,0.767322034985508,1,1,1
657,30,3,124.70571648632236,2976,136,14,564.5170080742331,785.0096739895274,0.719121084464195,2,1,0
895,26,2,124.8410071012135,4114,120,11,573.4322090177885,710.9778836471289,0.8065401501327054,4,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
8,8,1,56.54171519666823,65,65,8,429.0727145665525,547.2239211108249,0.7840898360136852,0,0,1
462,20,2,140.98863806265155,2942,132,14,897.20618017773,1048.5531645452857,0.85566112479076,2,1,0
225,24,2,73.1246087182604,1590,173,15,515.1951205645851,585.3777296655987,0.8801071418601695,4,3,1
353,29,3,164.99018998119186,1699,143,17,792.8381467815003,1097.475205840395,0.7224200989346107,6,4,0
664,27,2,162.16013997861896,3458,144,14,843.6475352271707,1058.1762206946237,0.797265633765018,3,0,0
1016,30,3,168.44439598079498,6120,183,19,1014.3662920375723,1486.1586982165288,0.682542378048096,2,0,0
629,40,2,176.44587894339955,2449,158,11,686.0180680915122,902.8707675244905,0.7598186725797431,4,0,0
119,18,1,85.87642395659134,1008,152,16,722.8974745519017,895.9405880805951,0.80685871827795,0,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,0
451,16,0,73.41383632821746,3662,130,8,595.3656759493523,686.2046807503639,0.867621123333523,0,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,3,1
629,27,3,132.33442015506475,3626,156,18,762.0929438250101,1015.7694246167214,0.7502617477510405,4,2,0
1741,39,3,139.4181077551156,6378,146,13,510.5909501494598,725.0388608761772,0.7042256321715409,1,2,0
621,13,1,62.83539773546916,5410,114,12,547.1846608179924,645.9408835658546,0.8471125992169933,3,2,0
185,23,1,87.28649127882964,1060,133,9,498.9386353497313,606.8679738409946,0.8221535109059127,4,2,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,1
1329,42,4,183.21706460705462,4451,142,14,613.5224223461096,747.3552899235423,0.8209247069206878,2,1,0
1047,44,3,235.78248954503474,3527,150,12,793.5870521811806,1008.8412758289234,0.7866322197504487,2,0,0
1066,19,2,118.30177661078183,7734,141,15,857.5028826994343,1273.9170258132503,0.6731230255377243,2,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,6,1,1
807,27,3,68.09066015640022,3897,133,16,328.7753896602748,464.60980115351254,0.7076376538850577,7,3,0
305,20,2,83.96058300239153,2332,154,18,641.5341095434375,789.2187982427868,0.8128723124332916,2,1,0
127,21,1,99.11352004915562,954,158,12,742.1123998163018,859.2225399248202,0.8637022020875229,2,0,0
1165,38,4,208.17414762469429,3912,128,15,698.9219607528298,840.5860388946796,0.8314698655617341,1,0,0
1241,31,3,106.58967824510066,6517,167,20,559.3907978061936,672.7171440986621,0.8315393813185653,0,2,0
824,18,1,72.41505877328635,6591,144,12,578.578693420769,771.3888046658994,0.7500480820062725,5,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,1
371,22,1,114.08335033451522,2415,146,9,742.3936832628934,1071.2450519563047,0.6930194747757632,1,1,1
2014,31,3,169.61341121680908,9966,156,16,838.9084714015345,1254.51966715971,0.6687089037837579,2,0,0
1095,27,3,151.0086419651768,6558,166,18,903.6501706634274,1118.1048527316893,0.808198058040515,2,2,0
233,28,3,152.9526181113591,1220,150,17,800.7891649673794,1106.7109325911147,0.7235757245955019,2,1,0
894,20,2,108.00095083783498,6713,156,20,810.2102293945128,1104.3131940785704,0.733677940043581,2,2,0
460,24,3,122.88391860894656,2783,147,21,743.1937466789761,875.3234432853812,0.8490504308778956,2,0,0
846,15,2,90.45983474877708,7425,140,18,793.0668325614108,1163.5913832409726,0.6815681552681038,2,1,0
1119,38,2,105.88854959596196,4027,138,10,380.9734720141369,449.46475317900956,0.8476159016242272,2,4,0
722,20,2,132.61320782771446,5171,145,16,948.928355610829,1323.5499988163122,0.7169569388836706,0,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,2,1
456,27,2,133.01950039670905,2343,143,15,682.5732060790293,875.1824547813624,0.7799210351509497,1,0,0
1277,26,2,150.81419044154077,8074,168,16,952.9989657030936,1377.8499458448514,0.6916565686829901,2,1,0
1994,33,3,67.15927202327663,8335,140,16,280.6626352880537,324.4752906203802,0.8649738312937206,3,1,0
528,44,5,219.26529850419513,1965,164,20,815.3876108735392,914.7255150397161,0.8914014067248754,2,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
350,21,1,126.3583339517574,2362,142,13,851.2215724760437,955.2708239228341,0.891078792693039,1,1,0
734,32,4,138.2670653407404,3109,136,20,585.1631664443455,804.6239670807081,0.7272504802055573,3,3,1
1032,21,1,100.61247295745937,7427,154,11,723.671365808925,1016.1296965913041,0.7121840531150146,2,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,0,1
116,14,1,67.92034424406194,981,124,14,571.3083429627656,798.4254895362167,0.7155437175416617,0,1,1
526,32,4,127.1240981781758,2352,143,18,567.4488032458338,832.1876842518423,0.6818759926205644,5,2,0
1168,31,2,127.47530193534641,5764,153,13,628.9444191419497,880.0957870459148,0.714631780312269,0,1,0
821,19,2,104.08928565451109,6693,156,18,847.7627998364254,1249.9681219488627,0.6782275363268089,4,1,0
277,32,3,165.10922058833347,1208,140,14,718.4261522581838,845.7641054213441,0.8494403435344151,1,1,0
254,30,2,166.33921639140888,1345,160,15,878.6538412144757,1142.2028900462165,0.7692624916917546,6,2,0
343,20,2,108.43239762690861,2392,145,15,756.0320865066213,1132.2136652123554,0.6677468305991712,3,2,1
586,26,4,149.93415917417417,3437,154,24,878.4681445767297,1205.8138475953142,0.728527165555951,4,0,0
26,26,2,153.95921600309714,132,132,13,775.9242477564593,1126.221251941589,0.6889625341546142,3,1,0
523,17,1,58.59451973716196,4426,152,16,495.2590737803522,550.8071020313198,0.8991515758491272,1,0,0
2607,51,4,211.4979148684404,8946,175,15,725.4958111774864,1051.0290738041508,0.6902718766395187,2,1,0
546,35,4,168.9670827230473,2344,152,19,724.830854461514,999.6045719012656,0.7251175863300354,3,1,1
926,19,2,97.16795329100336,7687,162,20,806.3262408710507,942.033699836402,0.8559420337203235,4,2,0
683,35,5,155.7981576078062,2585,136,19,588.8676819607475,653.8045242687016,0.9006785057344353,0,1,0
854,25,2,147.83411236222958,5194,152,14,898.6275979902224,1081.922236411194,0.8305842765289936,3,0,0
2013,34,3,240.38596988996446,9180,157,17,1095.851893821624,1606.8588711092332,0.6819839088078374,0,5,1
200,21,2,112.85088189347462,1290,140,13,726.0626737814428,992.7124963252602,0.7313927007760259,1,1,0
1251,32,2,166.8101017053021,5074,133,11,676.2173572823622,992.5444801310985,0.6812967789544759,3,2,0
506,35,4,208.8949749668021,2070,146,18,854.0206132452324,1091.8324605159908,0.7821901657344292,3,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
173,22,1,111.77163986757775,1169,150,13,754.2703410657616,969.3771183305163,0.7780979422794541,4,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,2,1
94,27,3,117.70281575208641,533,153,19,666.5974384282299,773.6255804391043,0.8616538223178634,3,1,1
708,18,2,68.63638435686762,5492,141,18,532.0549582338228,796.7664551278611,0.6677677690992165,3,2,0
1232,26,3,125.81828797548235,7355,156,18,751.0143248244347,926.4110138234437,0.8106707645075166,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,2,1
1133,24,2,174.88089098417393,6807,148,16,1050.2318688555408,1275.2217595589636,0.8235680272729696,3,1,0
578,20,1,93.53331696397815,3945,141,12,637.5038102778797,927.9811630361447,0.6869792574152165,0,1,0
2581,42,3,163.0003547464301,9687,159,15,611.5681631231755,803.359219170402,0.7612636396389629,4,5,0
1076,46,3,227.89890775439406,3872,167,11,819.3652397152078,1108.5808827255464,0.7391118252921016,4,1,0
841,24,3,147.31008123487476,4625,137,17,809.3769073655153,1188.9404217214203,0.6807548070353686,5,3,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,0,1
341,33,3,183.5420776633608,1429,140,15,767.9831488061603,1102.2963819262297,0.6967120289954439,2,1,0
2406,42,4,174.9368811995033,9369,165,16,681.200751935029,837.5600161394109,0.8133157490909211,0,3,0
151,14,1,92.75752695704423,1459,138,14,895.3010056036849,1334.7522183156445,0.6707619536557028,1,0,0
427,32,3,180.27125711903696,1953,148,16,823.1332321319296,931.3972827215794,0.8837616851604957,2,2,1
437,32,3,194.83103162381994,2010,148,14,895.0598321938862,1244.0731328033055,0.7194591769512958,3,2,0
481,24,2,133.88921785663254,2742,142,15,761.8528098114741,1039.3408034466463,0.7330153952245783,2,0,0
448,32,3,189.27349342781184,1795,130,13,757.234924904742,891.015560730945,0.8498560050775589,2,1,0
937,25,1,106.48918173310331,5052,139,9,573.6456942048653,720.2347378876386,0.796470461682116,0,0,0
1510,34,3,154.92351410559368,6419,146,15,658.2540791633239,806.4489039594661,0.8162377999789671,2,1,0
1411,31,2,202.69061845031703,6937,157,13,996.3974535022967,1133.699180204777,0.8788905124923176,5,2,0
679,20,2,134.52672978062762,4539,137,15,898.684646777903,1198.7701185939034,0.7496722122436741,4,4,0
677,34,2,134.71949755341961,3060,158,12,608.7636352443859,911.6050257364154,0.6677931977751139,2,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,5,1,1
213,43,4,200.68386407057667,724,149,14,680.7893737277011,897.3521713097614,0.7586646530692976,2,2,0
285,27,2,120.4291790315548,1623,159,15,684.171996370987,763.6227998648366,0.8959554330909022,4,1,0
295,17,1,93.07418362292029,2615,156,17,824.4349924754501,952.7907012435049,0.8652844653075062,3,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,0,0
2097,34,2,189.92505236492906,9330,155,13,845.00768335905,1262.502834181426,0.6693115139871596,3,1,0
677,42,2,200.39476349241946,2342,148,10,692.7121574119828,1004.8791074075078,0.6893487508155226,1,2,0
1055,17,1,98.5686676586683,8739,148,14,816.1994546304037,1008.8917998234713,0.8090059357933294,1,1,0
731,29,3,135.18417495589304,4346,173,18,802.724121970504,1057.3505794481632,0.7591844536458758,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,1
763,44,5,287.02950851885447,2859,168,19,1074.6062376765633,1476.664977257049,0.7277251470219587,0,0,0
756,48,4,140.40134641270305,2741,174,16,508.574219281656,699.347927073477,0.7272120207889351,1,1,0
307,30,2,178.78958185258912,1534,154,14,892.7768539751652,1264.0989206024603,0.7062555306586878,3,2,0
943,19,1,68.43762460329178,6871,144,12,498.37609129385254,553.1926851253188,0.9009086791900579,1,1,0
1231,19,2,123.42651750462768,9819,158,18,984.0757782660249,1453.9454833069376,0.6768312770763496,2,0,0
919,27,2,119.64033004229286,4223,126,13,549.7347731560195,620.1154676551195,0.8865038881142011,3,0,0
388,30,2,114.95466851682073,1928,151,14,571.131621981421,737.0258228958346,0.7749139911236735,4,1,1
915,36,3,209.58308471332737,3833,154,16,877.0714609716671,1287.3943028270314,0.6812764815299222,2,0,0
959,26,2,143.39972059999738,5959,166,13,890.4522304816402,1153.1967722198783,0.7721598359727797,1,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,5,2,1
661,14,1,55.48053799717984,6344,142,13,532.0740344820881,634.0715028127339,0.8391388544065043,3,0,0
515,36,3,174.16823696425635,2322,163,16,784.4405175389211,1044.4574289183226,0.7510507329641148,4,2,0
801,29,3,112.83435577331711,4340,161,18,611.1420010224374,693.7355711150191,0.8809437290928709,2,2,0
2232,40,4,161.04330381200984,7862,144,16,567.1478918989976,719.9788992571328,0.7877284910490784,1,1,0
1320,36,3,189.24664141732734,5781,162,15,828.7305680482723,1020.6964846257653,0.8119265428371916,2,2,0
378,27,2,109.48855799089621,2108,151,16,609.1533832274805,868.7043153590222,0.7012206253122235,1,2,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
109,34,3,226.18842655227982,388,124,13,804.7778058895511,1105.0570019119357,0.7282681386545212,1,2,0
664,15,1,76.6417207880724,6439,153,12,742.2710215202109,937.2188376634377,0.7919932802148455,3,0,0
159,27,2,142.53744530067772,967,168,16,861.8653784135781,1150.6777013101846,0.7490067613478918,1,3,1
1782,43,3,301.8937222780952,6175,149,13,1045.6964131924874,1236.2365891895001,0.8458707842307641,3,1,0
563,34,2,131.10909756052118,2441,149,12,568.0474335107754,763.3894221942146,0.7441122669450061,3,2,1
210,30,2,190.53543849373318,1017,149,12,922.4940440819305,1263.440624244219,0.7301443584923192,7,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,1,1
267,22,2,144.43895979692664,1901,163,16,1025.5548996694188,1481.4167397695505,0.6922798103583967,1,1,1
543,21,2,116.16554068219246,3629,147,15,776.2445199959169,873.6033669744226,0.8885548629285948,1,3,0
170,20,1,89.2338940771641,1229,146,11,644.892293642507,864.978908084966,0.7455584033491368,2,0,1
785,20,1,127.55425594377978,5967,159,15,969.0371533040702,1296.1895526568196,0.7476045083975719,0,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,1,1
783,33,2,167.60279602753994,3441,146,13,736.4973040186085,1095.5925251255874,0.6722365178004333,1,1,0
258,49,4,211.8216119014653,890,170,16,728.2469326857345,962.8747485933862,0.7563257150004117,3,2,0
301,20,2,106.95356937227685,2062,141,18,731.9820778297372,1078.4190113830957,0.6787547976282006,0,2,1
428,13,1,78.16323799100024,4236,130,10,772.4899022838187,1058.5113560112031,0.7297889605972662,2,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
408,30,3,138.18532178686118,2029,150,16,685.5485809388108,775.4149080896086,0.8841054947315861,0,1,0
724,30,3,160.05455059167747,3706,154,19,818.567426003618,1136.8860360476172,0.7200083386100569,3,0,1
372,15,1,57.24307415848277,3312,138,13,509.3885939809381,673.3246561803081,0.7565274630972819,4,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,0,0,1
27,23,1,135.32784439745225,179,151,10,873.5735592953037,1244.0701606742564,0.7021899462823283,3,1,1
442,21,2,82.33747474752951,3061,148,18,569.902922546256,798.5449698243046,0.7136766795633885,2,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,1
98,22,2,120.77021432047668,579,133,14,707.8040802730284,851.6860686623738,0.831062179265981,0,3,1
1478,25,1,105.7700068525501,9142,155,12,653.8895571793734,972.4231264171818,0.6724331614660164,1,1,0
1076,40,4,228.91815676649043,3640,136,14,774.0244678269514,1126.1771265029813,0.687302600640151,1,1,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,1,0
2357,32,3,186.5742396563669,10971,151,14,868.1828106542144,1241.1740689088615,0.6994851346011842,6,0,0
1803,51,4,244.97550228113005,6089,175,15,827.0304918083739,963.2396193048394,0.85859268580048,1,3,0
1078,41,4,136.90790406136023,3615,140,14,459.05340241184723,541.1039735724138,0.8483645007837185,3,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,2,0
538,26,2,120.93522298324042,2850,140,12,639.7419407837801,726.1645984038396,0.8809875091542296,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
673,33,3,200.19017049965555,3038,153,16,902.8749754709713,1202.1995786256225,0.7510192080612399,2,1,0
959,21,2,143.55924062245197,6730,152,16,1006.8269346729656,1211.8002156684865,0.8308522491205798,2,2,0
688,30,3,205.75633260283055,2895,130,15,864.9725780838816,1245.0961685171687,0.6947034293053922,2,0,0
426,20,2,92.01891108909432,3023,146,15,651.9263825297264,926.4266601027666,0.703699937194607,2,0,1
289,29,2,141.35032845640933,1724,175,16,842.0147995422049,960.2183484163547,0.8768993020503121,3,1,0
1119,19,1,89.47367403430005,7694,134,12,614.8884901397078,834.807893935852,0.7365628602775968,4,1,0
538,20,2,88.35510761168612,3611,137,14,593.0030470737526,823.5241618551289,0.7200797190187012,1,6,0
663,15,1,48.45630265998367,6569,152,14,480.0928041808583,665.5685060081072,0.7213274063406635,1,0,0
2351,44,4,223.01509214984242,8516,162,15,807.6108696812715,1121.980121126834,0.7198085371335873,2,2,0
535,27,3,100.52625241286563,3363,170,20,631.4538490691112,737.4021423771477,0.856322232850459,5,2,0
389,17,1,86.77266457710822,3322,149,16,739.9083896513853,907.1542730081118,0.8156367793957016,2,1,0
644,16,1,120.29379399148597,5492,144,13,1024.67099657707,1473.1411896740617,0.6955687640529435,3,1,0
1232,29,3,134.67886770412701,5835,142,18,637.6729963210394,930.593359648225,0.6852326955804704,5,1,0
211,40,3,210.94646841998062,707,136,12,706.4892647654171,856.0367717219151,0.8253024730985754,3,1,1
1038,16,2,99.05794379291716,8052,130,18,767.8642901552067,851.7220649505459,0.9015432636464475,1,3,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,1
1195,32,3,173.80854576795375,6369,175,17,926.1847328899017,1158.5068874152864,0.7994641576592502,4,0,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,2,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,2,1,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,4,1,1
146,28,2,166.4595621756634,795,154,12,900.2909313689688,1126.5410281520667,0.7991639087000413,1,4,1
0,0,0,0.0,0,0,0,0.0,0.001,0.0,3,1,1
1979,47,4,285.6461630793415,6993,169,17,1009.1139291865921,1141.8902159478084,0.8837223711116508,3,1,0
496,16,1,60.41999510394286,4580,155,18,557.4267503644875,829.7954227456876,0.6717640698957259,1,2,1
100,18,1,113.00279716690343,681,129,10,769.1763383558881,1134.213363289429,0.6781584164421535,4,1,0
1069,36,3,169.01774688644932,4085,139,15,645.8193638565069,951.785462682363,0.6785345954291325,2,0,0
0,0,0,0.0,0,0,0,0.0,0.001,0.0,1,0,1
158,16,1,91.4428977486352,1292,134,12,747.6260184406713,1019.8604699534496,0.733066964027732,2,0,0
870,40,5,237.66274439341325,2954,136,18,806.3123847703054,958.2576522564651,0.8414358944816508,2,1,0
